datetime,Global CMP22 (vent/cor) [W/m^2],Tower Dry Bulb Temp [deg C],Tower RH [%],Avg Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],image_url
20241116122000,557.505,10.76,22.39,2.5,126.9,806.053,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-17-42-033Z_image.jpg
20241116122100,557.711,10.8,21.83,3.413,104.6,806.043,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-18-45-463Z_image.jpg
20241116122200,557.714,10.8,21.73,2.738,81.4,806.04,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-19-48-575Z_image.jpg
20241116122300,557.537,10.84,21.9,1.625,118.6,806.03,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-20-52-244Z_image.jpg
20241116122400,556.928,10.91,22.5,1.65,118.4,806.023,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-21-55-360Z_image.jpg
20241116122500,556.199,11.03,21.82,2.175,77.88,806.025,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-22-59-201Z_image.jpg
20241116122600,555.448,11.14,21.48,1.863,88.4,806.029,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-24-02-977Z_image.jpg
20241116122700,554.559,11.26,21.02,2.4,89.4,806.02,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-25-06-114Z_image.jpg
20241116122800,555.057,11.34,20.82,3.35,93.2,806.007,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-26-09-239Z_image.jpg
20241116122900,554.048,11.36,21.25,3.563,96.8,806.035,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-27-12-281Z_image.jpg
20241116123000,552.251,11.41,20.97,2.65,93.6,806.054,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-28-16-031Z_image.jpg
20241116123100,549.769,11.45,20.92,3.338,87.4,806.052,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-29-19-165Z_image.jpg
20241116123200,548.436,11.44,19.85,2.113,72.56,806.076,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-30-23-047Z_image.jpg
20241116123300,545.614,11.41,20.4,1.838,77.24,806.091,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-31-26-252Z_image.jpg
20241116123400,544.631,11.41,21.05,3.313,102.2,806.097,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-32-29-451Z_image.jpg
20241116123500,548.805,11.3,20.88,3.888,105,806.113,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-33-32-820Z_image.jpg
20241116123600,555.823,11.18,21.1,2.713,90.8,806.121,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-34-36-417Z_image.jpg
20241116123700,548.505,11.24,21.35,2.713,97,806.104,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-35-39-617Z_image.jpg
20241116123800,284.399,11.39,20.51,2.7,98.7,806.106,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-36-42-884Z_image.jpg
20241116123900,179.159,11.16,20.38,3.088,118.3,806.126,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-37-45-955Z_image.jpg
20241116124000,437.431,10.63,21.43,3.025,127.2,806.136,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-38-49-244Z_image.jpg
20241116124100,450.586,10.33,22.31,3.188,134,806.164,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-39-52-537Z_image.jpg
20241116124200,466.006,10.24,22.06,2.413,122,806.181,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-40-55-788Z_image.jpg
20241116124300,444.09,10.22,22.52,2.125,132.1,806.202,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-41-58-993Z_image.jpg
20241116124400,344.825,10.25,21.51,1.388,157.5,806.178,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-43-02-124Z_image.jpg
20241116124500,162.648,10.2,21.9,0.95,161.7,806.163,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-44-05-388Z_image.jpg
20241116124600,155.966,10.09,22.33,1.913,118.3,806.151,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-45-08-718Z_image.jpg
20241116124700,209.443,10.03,22.97,2.763,68.93,806.176,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-46-11-726Z_image.jpg
20241116124800,517.913,10.01,23.3,2.85,73.46,806.196,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-47-14-876Z_image.jpg
20241116124900,513.008,10.11,23,2.125,82.5,806.197,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-48-18-138Z_image.jpg
20241116125000,477.668,10.29,22.74,2.263,70.77,806.204,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-49-21-538Z_image.jpg
20241116125100,350.149,10.5,22.5,2.25,107.3,806.233,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-50-25-913Z_image.jpg
20241116125200,291.912,10.56,21.62,1.7,117.7,806.226,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-51-29-004Z_image.jpg
20241116125300,218.495,10.48,22.11,2.188,123.9,806.215,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-52-32-147Z_image.jpg
20241116125400,209.613,10.35,23.25,3.063,80.8,806.212,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-53-35-208Z_image.jpg
20241116125500,289.36,10.25,23.06,4.25,68.29,806.206,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-54-39-060Z_image.jpg
20241116125600,414.929,10.06,23.48,3.538,78.42,806.248,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-55-42-690Z_image.jpg
20241116125700,341.18,10.02,23.77,3.263,61.01,806.273,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-56-45-937Z_image.jpg
20241116125800,208.506,10.01,23.66,2.913,85.3,806.31,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-57-49-108Z_image.jpg
20241116125900,228.855,9.99,23.43,2.375,79.43,806.334,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-58-54-021Z_image.jpg
20241116130000,239.45,9.98,23.98,3.175,100.8,806.362,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T18-59-57-614Z_image.jpg
20241116130100,239.435,9.88,23.09,2.813,119.9,806.386,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-01-00-552Z_image.jpg
20241116130200,247.322,9.65,23.93,2.35,98.4,806.389,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-02-03-756Z_image.jpg
20241116130300,248.591,9.56,24.02,1.388,105.4,806.391,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-03-06-872Z_image.jpg
20241116130400,247.123,9.56,24.81,1.188,93.5,806.392,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-04-10-498Z_image.jpg
20241116130500,244.646,9.64,24.85,1.188,83.5,806.38,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-05-13-834Z_image.jpg
20241116130600,258.381,9.73,24.98,2.163,108.4,806.379,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-06-17-055Z_image.jpg
20241116130700,343.304,9.84,24.86,3.3,86.7,806.333,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-07-20-267Z_image.jpg
20241116130800,312.756,9.9,25.06,3.7,101.8,806.314,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-08-23-299Z_image.jpg
20241116130900,339.283,9.91,24.59,4.275,110.7,806.318,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-09-26-340Z_image.jpg
20241116131000,296.357,9.83,24.05,3.7,126.2,806.318,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-10-29-618Z_image.jpg
20241116131100,318.036,9.69,24.56,3.175,120.4,806.319,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-11-33-068Z_image.jpg
20241116131200,428.675,9.67,24.76,3.263,106.6,806.333,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-12-36-176Z_image.jpg
20241116131300,338.947,9.78,25.25,3.125,88.6,806.335,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-13-39-213Z_image.jpg
20241116131400,347.571,9.93,24.04,3.887,91.7,806.358,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-14-42-259Z_image.jpg
20241116131500,248.613,9.95,25.21,3.188,83.1,806.351,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-15-45-544Z_image.jpg
20241116131600,284.618,9.92,26.23,3.325,100.4,806.362,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-16-48-615Z_image.jpg
20241116131700,313.389,9.93,26.66,2.988,111.4,806.373,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-17-51-864Z_image.jpg
20241116131800,255.566,9.98,26.29,3.025,105.5,806.369,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-18-55-114Z_image.jpg
20241116131900,261.43,10,26.6,3.525,87.1,806.376,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-19-58-148Z_image.jpg
20241116132000,231.85,9.96,25.98,4.237,70.87,806.37,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-21-01-481Z_image.jpg
20241116132100,235.225,9.79,26.34,3.663,82.2,806.389,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-22-04-627Z_image.jpg
20241116132200,324.651,9.71,26.91,3.275,104.6,806.423,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-23-08-138Z_image.jpg
20241116132300,375.341,9.63,26.2,4.975,108.7,806.416,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-24-11-592Z_image.jpg
20241116132400,432.148,9.5,26.28,4.35,111.7,806.425,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-25-14-734Z_image.jpg
20241116132500,405.359,9.46,27.24,3.25,101.8,806.413,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-26-18-222Z_image.jpg
20241116132600,384.007,9.6,26.48,3.375,94.3,806.399,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-27-21-408Z_image.jpg
20241116132700,418.317,9.66,26.02,3.15,108.8,806.398,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-28-26-858Z_image.jpg
20241116132800,267.021,9.65,26.38,3.113,127.8,806.396,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-29-24-970Z_image.jpg
20241116132900,233.394,9.65,26.01,3.425,134.1,806.403,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-30-28-734Z_image.jpg
20241116133000,242.567,9.56,26.02,2.575,145,806.435,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-31-32-088Z_image.jpg
20241116133100,254.185,9.49,26.25,2.763,144,806.491,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-32-35-146Z_image.jpg
20241116133200,267.121,9.41,26.55,2.213,128.7,806.505,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-33-39-811Z_image.jpg
20241116133300,229.143,9.44,26.65,2.875,132.4,806.539,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-34-43-679Z_image.jpg
20241116133400,244.08,9.46,25.53,2.438,131.6,806.568,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-35-46-832Z_image.jpg
20241116133500,229.879,9.37,26.06,2.913,115.5,806.563,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-36-50-093Z_image.jpg
20241116133600,223.865,9.28,26.43,3.263,110.5,806.588,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-37-53-256Z_image.jpg
20241116133700,222.624,9.26,26.67,2.688,116.3,806.606,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-38-56-374Z_image.jpg
20241116133800,233.087,9.3,26.53,3.6,125.2,806.63,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-39-59-430Z_image.jpg
20241116133900,234.671,9.27,26.35,3.188,116,806.628,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-41-02-497Z_image.jpg
20241116134000,261.81,9.24,26.76,3.088,118,806.628,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-42-06-401Z_image.jpg
20241116134100,306.537,9.24,26.16,3.3,135.2,806.606,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-43-09-466Z_image.jpg
20241116134200,302.921,9.22,26.63,3.625,108.5,806.594,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-44-12-638Z_image.jpg
20241116134300,319.74,9.25,26.77,3.2,96.3,806.563,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-45-15-819Z_image.jpg
20241116134400,347.546,9.37,26.64,3.625,108.3,806.546,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-46-19-004Z_image.jpg
20241116134500,349.953,9.43,26.83,2.85,99.2,806.534,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-47-22-230Z_image.jpg
20241116134600,341.329,9.52,26.77,2.988,100.7,806.535,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-48-25-309Z_image.jpg
20241116134700,307.102,9.62,25.95,3.8,110.9,806.554,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-49-28-719Z_image.jpg
20241116134800,303.327,9.54,25.79,2.65,107.3,806.573,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-50-31-819Z_image.jpg
20241116134900,261.02,9.47,26.67,3.1,95.4,806.585,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-51-35-438Z_image.jpg
20241116135000,242.236,9.49,25.84,3.613,75.79,806.598,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-52-39-619Z_image.jpg
20241116135100,278.139,9.51,26.13,2.913,87,806.61,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-53-42-833Z_image.jpg
20241116135200,313.68,9.53,26.63,2.713,87.3,806.63,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-54-46-043Z_image.jpg
20241116135300,314.763,9.65,26.36,2.413,77.24,806.634,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-55-49-087Z_image.jpg
20241116135400,315.039,9.72,26.39,3.038,89.5,806.638,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-56-52-288Z_image.jpg
20241116135500,299.093,9.76,25.69,2.188,95.6,806.66,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-57-56-276Z_image.jpg
20241116135600,273.613,9.82,26.31,2.55,100.5,806.687,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T19-58-59-355Z_image.jpg
20241116135700,273.303,9.87,25.22,3.463,106.1,806.704,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-00-02-583Z_image.jpg
20241116135800,289.507,9.76,25.63,3.138,98.2,806.718,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-01-05-812Z_image.jpg
20241116135900,238.926,9.66,26.05,3.088,116.1,806.745,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-02-09-088Z_image.jpg
20241116140000,242.412,9.55,25.68,2.388,110.6,806.755,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-03-12-425Z_image.jpg
20241116140100,257.073,9.5,26.1,2.313,107.8,806.774,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-04-16-040Z_image.jpg
20241116140200,246.284,9.49,26.68,2.175,115.8,806.781,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-05-19-579Z_image.jpg
20241116140300,220.725,9.5,26.31,2.25,110.3,806.798,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-06-22-789Z_image.jpg
20241116140400,233.131,9.53,25.68,2.888,112.9,806.798,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-07-25-996Z_image.jpg
20241116140500,231.037,9.48,25.94,2.225,107.7,806.81,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-08-29-759Z_image.jpg
20241116140600,216.894,9.43,25.68,2.388,127.2,806.833,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-09-32-903Z_image.jpg
20241116140700,217.26,9.39,26.2,3.038,113,806.845,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-10-35-944Z_image.jpg
20241116140800,203.621,9.37,25.92,3.175,102.4,806.872,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-11-39-143Z_image.jpg
20241116140900,213.165,9.31,26.47,3.4,92.3,806.884,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-12-42-365Z_image.jpg
20241116141000,211.339,9.28,25.98,2.475,102.7,806.896,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-13-45-738Z_image.jpg
20241116141100,204.749,9.26,26.6,2.413,100.8,806.894,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-14-48-859Z_image.jpg
20241116141200,195.027,9.28,27.05,3.413,74.36,806.88,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-15-52-026Z_image.jpg
20241116141300,187.095,9.28,26.76,2.675,78.44,806.905,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-16-55-151Z_image.jpg
20241116141400,182.773,9.29,27.08,2.238,79.69,806.915,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-17-58-279Z_image.jpg
20241116141500,181.976,9.31,26.1,2.475,96.8,806.942,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-19-01-542Z_image.jpg
20241116141600,184.425,9.3,26.56,2.138,74.75,806.946,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-20-04-614Z_image.jpg
20241116141700,192.716,9.31,26.88,2.088,85.6,806.937,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-21-07-789Z_image.jpg
20241116141800,193.453,9.34,25.99,2.563,73.13,806.924,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-22-10-867Z_image.jpg
20241116141900,195.343,9.3,26.17,1.638,78.71,806.916,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-23-14-051Z_image.jpg
20241116142000,191.399,9.29,26.96,1.775,85.2,806.925,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-24-17-488Z_image.jpg
20241116142100,188.781,9.34,25.38,2.075,85.7,806.932,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-25-20-667Z_image.jpg
20241116142200,189.057,9.38,25.52,2.138,103.1,806.925,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-26-23-831Z_image.jpg
20241116142300,189.591,9.35,25.75,1.95,114.7,806.915,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-27-27-199Z_image.jpg
20241116142400,186.084,9.33,26.95,2.15,110.9,806.914,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-28-30-292Z_image.jpg
20241116142500,177.716,9.4,25.83,2.95,113.8,806.925,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-29-34-405Z_image.jpg
20241116142600,170.283,9.38,24.91,3.313,114.8,806.952,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-30-38-048Z_image.jpg
20241116142700,167.623,9.23,25.14,3.125,106.4,806.985,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-31-41-677Z_image.jpg
20241116142800,170.793,9.13,25.27,2.913,108,807.009,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-32-44-831Z_image.jpg
20241116142900,174.945,9.05,25.61,2.513,107.9,806.99,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-33-47-975Z_image.jpg
20241116143000,174.844,9.01,25.72,2.95,111.1,806.967,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-34-51-499Z_image.jpg
20241116143100,170.136,9,25.5,3.475,124.3,806.96,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-35-54-661Z_image.jpg
20241116143200,162.757,8.98,25.38,3.213,123,806.961,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-36-57-882Z_image.jpg
20241116143300,154.324,8.96,25.33,2.8,119.4,806.976,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-38-01-214Z_image.jpg
20241116143400,146.507,8.95,24.79,2.563,131.7,806.989,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-39-04-386Z_image.jpg
20241116143500,139.899,8.92,24.87,2.8,123.4,807.014,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-40-07-818Z_image.jpg
20241116143600,134.349,8.89,26.3,2.688,99.5,807.038,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-41-10-915Z_image.jpg
20241116143700,129.848,8.89,26.66,2.938,94.2,807.075,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-42-14-125Z_image.jpg
20241116143800,126.571,8.92,26.39,3.088,99.8,807.091,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-43-17-167Z_image.jpg
20241116143900,123.474,8.91,26.37,2.95,90.6,807.107,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-44-20-771Z_image.jpg
20241116144000,120.351,8.88,26.3,2.963,76.56,807.13,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-45-24-124Z_image.jpg
20241116144100,120.669,8.85,26.01,2.738,73.99,807.163,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-46-27-672Z_image.jpg
20241116144200,121.28,8.81,26.67,2.013,82.6,807.197,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-47-30-883Z_image.jpg
20241116144300,118.814,8.8,26.46,2.138,115.4,807.225,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-48-34-077Z_image.jpg
20241116144400,113.478,8.85,25.69,2.288,111.2,807.253,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-49-37-306Z_image.jpg
20241116144500,108.677,8.86,25.98,2.163,117.5,807.254,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-50-40-656Z_image.jpg
20241116144600,108.031,8.88,26.23,1.888,113,807.264,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-51-43-871Z_image.jpg
20241116144700,112.341,8.88,25.95,1.85,109.4,807.284,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-52-47-053Z_image.jpg
20241116144800,120.096,8.9,26.05,2.263,113.9,807.311,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-53-50-199Z_image.jpg
20241116144900,128.62,8.9,26.24,1.575,106.2,807.334,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-54-53-346Z_image.jpg
20241116145000,136.764,8.9,26.06,2.5,117.1,807.359,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-55-56-821Z_image.jpg
20241116145100,141.374,8.9,26.2,2.338,117,807.352,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-56-59-946Z_image.jpg
20241116145200,141.039,8.88,26.4,2.088,109.2,807.331,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-58-03-090Z_image.jpg
20241116145300,137.716,8.89,26.84,1.938,105.4,807.328,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T20-59-06-316Z_image.jpg
20241116145400,134.125,8.93,26.91,2.6,100.6,807.334,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-00-10-220Z_image.jpg
20241116145500,130.013,8.94,26.69,2.6,99.1,807.36,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-01-13-705Z_image.jpg
20241116145600,126.403,8.92,27.38,2.275,85.4,807.391,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-02-16-950Z_image.jpg
20241116145700,122.807,8.92,26.78,2.6,109,807.415,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-03-20-180Z_image.jpg
20241116145800,119.735,8.9,26.86,2.375,105.2,807.432,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-04-23-334Z_image.jpg
20241116145900,116.548,8.87,26.73,2.7,116.4,807.449,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-05-26-606Z_image.jpg
20241116150000,113.302,8.82,27.41,2.475,104.6,807.465,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T21-06-30-108Z_image.jpg
