datetime,Global CMP22 (vent/cor) [W/m^2],Tower Dry Bulb Temp [deg C],Tower RH [%],Avg Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],image_url
20241117075100,157.064,4.013,28.89,0.852,304.5,811.885,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-57-04-713Z_image.jpg
20241117075200,160.241,4.046,29.07,0.385,279.3,811.898,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-58-05-990Z_image.jpg
20241117075300,163.427,4.096,28.99,0.887,279.5,811.899,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-16T23-59-08-179Z_image.jpg
20241117075400,166.172,4.166,28.61,1.375,286.3,811.898,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-00-09-557Z_image.jpg
20241117075500,169.285,4.212,28.2,1.225,279.6,811.891,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-01-09-215Z_image.jpg
20241117075600,172.457,4.24,28.28,2.063,275.7,811.897,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-02-12-773Z_image.jpg
20241117075700,175.633,4.258,29.35,1.503,273.2,811.869,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-03-16-913Z_image.jpg
20241117075800,178.665,4.275,28.33,2.338,257.6,811.86,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-04-18-825Z_image.jpg
20241117075900,181.767,4.362,27.25,2.25,275.5,811.861,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-05-23-218Z_image.jpg
20241117080000,184.565,4.454,27.79,1.4,263,811.861,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-06-27-789Z_image.jpg
20241117080100,187.384,4.524,28.09,0.78,282.2,811.86,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-07-29-472Z_image.jpg
20241117080200,190.492,4.578,29.29,1.343,259.4,811.863,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-08-30-071Z_image.jpg
20241117080300,193.519,4.645,30.68,0.432,170.2,811.832,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-09-34-029Z_image.jpg
20241117080400,196.582,4.746,32.91,0.535,75.4,811.849,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-10-32-794Z_image.jpg
20241117080500,199.35,4.849,30.88,0,0,811.851,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-12-09-447Z_image.jpg
20241117080600,202.15,4.966,30.28,0,0,811.849,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-12-37-872Z_image.jpg
20241117080700,205.048,5.129,28.23,0,0,811.845,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-13-43-411Z_image.jpg
20241117080800,207.745,5.267,29.82,0.817,106.4,811.843,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-14-44-193Z_image.jpg
20241117080900,210.937,5.318,31.21,1.463,104.8,811.82,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-15-43-199Z_image.jpg
20241117081000,213.869,5.323,31.24,0.958,114.5,811.838,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-16-46-997Z_image.jpg
20241117081100,217.106,5.286,30.85,1.35,115.4,811.848,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-17-50-690Z_image.jpg
20241117081200,219.996,5.24,30.59,1.163,113.4,811.879,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-18-54-897Z_image.jpg
20241117081300,223.061,5.237,30.75,2.175,87,811.861,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-19-58-496Z_image.jpg
20241117081400,226.497,5.292,32.23,1.5,116.5,811.89,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-21-03-415Z_image.jpg
20241117081500,229.641,5.287,31.94,1.463,114.7,811.936,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-22-06-928Z_image.jpg
20241117081600,232.612,5.226,33.6,1.113,95.5,811.959,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-23-10-889Z_image.jpg
20241117081700,235.505,5.302,29.87,1.538,117.3,811.965,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-24-14-803Z_image.jpg
20241117081800,238.663,5.327,31.27,1.713,135.1,811.982,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-25-18-672Z_image.jpg
20241117081900,241.601,5.327,30.83,1.188,139.2,811.952,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-26-23-033Z_image.jpg
20241117082000,244.375,5.286,32.28,1.463,131.7,811.915,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-27-26-640Z_image.jpg
20241117082100,247.396,5.273,33.6,1.663,133.8,811.907,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-28-30-977Z_image.jpg
20241117082200,250.432,5.336,32.13,1.663,122.6,811.879,https://solar-tracker-images.s3.us-east-2.amazonaws.com/weather_images/2024-11-17T00-29-34-938Z_image.jpg
20241117082300,,,,,,,
20241117082400,,,,,,,
20241117082500,,,,,,,
20241117082600,,,,,,,
20241117082700,,,,,,,
20241117082800,,,,,,,
20241117082900,,,,,,,
20241117083000,,,,,,,
20241117083100,,,,,,,
20241117083200,,,,,,,
20241117083300,,,,,,,
20241117083400,,,,,,,
20241117083500,,,,,,,
20241117083600,,,,,,,
20241117083700,,,,,,,
20241117083800,,,,,,,
20241117083900,,,,,,,
20241117084000,,,,,,,
20241117084100,,,,,,,
20241117084200,,,,,,,
20241117084300,,,,,,,
20241117084400,,,,,,,
20241117084500,,,,,,,
20241117084600,,,,,,,
20241117084700,,,,,,,
20241117084800,,,,,,,
20241117084900,,,,,,,
20241117085000,,,,,,,
20241117085100,,,,,,,
20241117085200,,,,,,,
20241117085300,,,,,,,
20241117085400,,,,,,,
20241117085500,,,,,,,
20241117085600,,,,,,,
20241117085700,,,,,,,
20241117085800,,,,,,,
20241117085900,,,,,,,
20241117090000,,,,,,,
20241117090100,,,,,,,
20241117090200,,,,,,,
20241117090300,,,,,,,
20241117090400,,,,,,,
20241117090500,,,,,,,
20241117090600,,,,,,,
20241117090700,,,,,,,
20241117090800,,,,,,,
20241117090900,,,,,,,
20241117091000,,,,,,,
20241117091100,,,,,,,
20241117091200,,,,,,,
20241117091300,,,,,,,
20241117091400,,,,,,,
20241117091500,,,,,,,
20241117091600,,,,,,,
20241117091700,,,,,,,
20241117091800,,,,,,,
20241117091900,,,,,,,
20241117092000,,,,,,,
20241117092100,,,,,,,
20241117092200,,,,,,,
20241117092300,,,,,,,
20241117092400,,,,,,,
20241117092500,,,,,,,
20241117092600,,,,,,,
20241117092700,,,,,,,
20241117092800,,,,,,,
20241117092900,,,,,,,
20241117093000,,,,,,,
20241117093100,,,,,,,
20241117093200,,,,,,,
20241117093300,,,,,,,
20241117093400,,,,,,,
20241117093500,,,,,,,
20241117093600,,,,,,,
20241117093700,,,,,,,
20241117093800,,,,,,,
20241117093900,,,,,,,
20241117094000,,,,,,,
20241117094100,,,,,,,
20241117094200,,,,,,,
20241117094300,,,,,,,
20241117094400,,,,,,,
20241117094500,,,,,,,
20241117094600,,,,,,,
20241117094700,,,,,,,
20241117094800,,,,,,,
20241117094900,,,,,,,
20241117095000,,,,,,,
20241117095100,,,,,,,
20241117095200,,,,,,,
20241117095300,,,,,,,
20241117095400,,,,,,,
20241117095500,,,,,,,
20241117095600,,,,,,,
20241117095700,,,,,,,
20241117095800,,,,,,,
20241117095900,,,,,,,
20241117100000,,,,,,,
20241117100100,,,,,,,
20241117100200,,,,,,,
20241117100300,,,,,,,
20241117100400,,,,,,,
20241117100500,,,,,,,
20241117100600,,,,,,,
20241117100700,,,,,,,
20241117100800,,,,,,,
20241117100900,,,,,,,
20241117101000,,,,,,,
20241117101100,,,,,,,
20241117101200,,,,,,,
20241117101300,,,,,,,
20241117101400,,,,,,,
20241117101500,,,,,,,
20241117101600,,,,,,,
20241117101700,,,,,,,
20241117101800,,,,,,,
20241117101900,,,,,,,
20241117102000,,,,,,,
20241117102100,,,,,,,
20241117102200,,,,,,,
20241117102300,,,,,,,
20241117102400,,,,,,,
20241117102500,,,,,,,
20241117102600,,,,,,,
20241117102700,,,,,,,
20241117102800,,,,,,,
20241117102900,,,,,,,
20241117103000,,,,,,,
20241117103100,,,,,,,
20241117103200,,,,,,,
20241117103300,,,,,,,
20241117103400,,,,,,,
20241117103500,,,,,,,
20241117103600,,,,,,,
20241117103700,,,,,,,
20241117103800,,,,,,,
20241117103900,,,,,,,
20241117104000,,,,,,,
20241117104100,,,,,,,
20241117104200,,,,,,,
20241117104300,,,,,,,
20241117104400,,,,,,,
20241117104500,,,,,,,
20241117104600,,,,,,,
20241117104700,,,,,,,
20241117104800,,,,,,,
20241117104900,,,,,,,
20241117105000,,,,,,,
20241117105100,,,,,,,
20241117105200,,,,,,,
20241117105300,,,,,,,
20241117105400,,,,,,,
20241117105500,,,,,,,
20241117105600,,,,,,,
20241117105700,,,,,,,
20241117105800,,,,,,,
20241117105900,,,,,,,
20241117110000,,,,,,,
20241117110100,,,,,,,
20241117110200,,,,,,,
20241117110300,,,,,,,
20241117110400,,,,,,,
20241117110500,,,,,,,
20241117110600,,,,,,,
20241117110700,,,,,,,
20241117110800,,,,,,,
20241117110900,,,,,,,
20241117111000,,,,,,,
20241117111100,,,,,,,
20241117111200,,,,,,,
20241117111300,,,,,,,
20241117111400,,,,,,,
20241117111500,,,,,,,
20241117111600,,,,,,,
20241117111700,,,,,,,
20241117111800,,,,,,,
20241117111900,,,,,,,
20241117112000,,,,,,,
20241117112100,,,,,,,
20241117112200,,,,,,,
20241117112300,,,,,,,
20241117112400,,,,,,,
20241117112500,,,,,,,
20241117112600,,,,,,,
20241117112700,,,,,,,
20241117112800,,,,,,,
20241117112900,,,,,,,
20241117113000,,,,,,,
20241117113100,,,,,,,
20241117113200,,,,,,,
20241117113300,,,,,,,
20241117113400,,,,,,,
20241117113500,,,,,,,
20241117113600,,,,,,,
20241117113700,,,,,,,
20241117113800,,,,,,,
20241117113900,,,,,,,
20241117114000,,,,,,,
20241117114100,,,,,,,
20241117114200,,,,,,,
20241117114300,,,,,,,
20241117114400,,,,,,,
20241117114500,,,,,,,
20241117114600,,,,,,,
20241117114700,,,,,,,
20241117114800,,,,,,,
20241117114900,,,,,,,
20241117115000,,,,,,,
20241117115100,,,,,,,
20241117115200,,,,,,,
20241117115300,,,,,,,
20241117115400,,,,,,,
20241117115500,,,,,,,
20241117115600,,,,,,,
20241117115700,,,,,,,
20241117115800,,,,,,,
20241117115900,,,,,,,
20241117120000,,,,,,,
20241117120100,,,,,,,
20241117120200,,,,,,,
20241117120300,,,,,,,
20241117120400,,,,,,,
20241117120500,,,,,,,
20241117120600,,,,,,,
20241117120700,,,,,,,
20241117120800,,,,,,,
20241117120900,,,,,,,
20241117121000,,,,,,,
20241117121100,,,,,,,
20241117121200,,,,,,,
20241117121300,,,,,,,
20241117121400,,,,,,,
20241117121500,,,,,,,
20241117121600,,,,,,,
20241117121700,,,,,,,
20241117121800,,,,,,,
20241117121900,,,,,,,
20241117122000,,,,,,,
20241117122100,,,,,,,
20241117122200,,,,,,,
20241117122300,,,,,,,
20241117122400,,,,,,,
20241117122500,,,,,,,
20241117122600,,,,,,,
20241117122700,,,,,,,
20241117122800,,,,,,,
20241117122900,,,,,,,
20241117123000,,,,,,,
20241117123100,,,,,,,
20241117123200,,,,,,,
20241117123300,,,,,,,
20241117123400,,,,,,,
20241117123500,,,,,,,
20241117123600,,,,,,,
20241117123700,,,,,,,
20241117123800,,,,,,,
20241117123900,,,,,,,
20241117124000,,,,,,,
20241117124100,,,,,,,
20241117124200,,,,,,,
20241117124300,,,,,,,
20241117124400,,,,,,,
20241117124500,,,,,,,
20241117124600,,,,,,,
20241117124700,,,,,,,
20241117124800,,,,,,,
20241117124900,,,,,,,
20241117125000,,,,,,,
20241117125100,,,,,,,
20241117125200,,,,,,,
20241117125300,,,,,,,
20241117125400,,,,,,,
20241117125500,,,,,,,
20241117125600,,,,,,,
20241117125700,,,,,,,
20241117125800,,,,,,,
20241117125900,,,,,,,
20241117130000,,,,,,,
20241117130100,,,,,,,
20241117130200,,,,,,,
20241117130300,,,,,,,
20241117130400,,,,,,,
20241117130500,,,,,,,
20241117130600,,,,,,,
20241117130700,,,,,,,
20241117130800,,,,,,,
20241117130900,,,,,,,
20241117131000,,,,,,,
20241117131100,,,,,,,
20241117131200,,,,,,,
20241117131300,,,,,,,
20241117131400,,,,,,,
20241117131500,,,,,,,
20241117131600,,,,,,,
20241117131700,,,,,,,
20241117131800,,,,,,,
20241117131900,,,,,,,
20241117132000,,,,,,,
20241117132100,,,,,,,
20241117132200,,,,,,,
20241117132300,,,,,,,
20241117132400,,,,,,,
20241117132500,,,,,,,
20241117132600,,,,,,,
20241117132700,,,,,,,
20241117132800,,,,,,,
20241117132900,,,,,,,
20241117133000,,,,,,,
20241117133100,,,,,,,
20241117133200,,,,,,,
20241117133300,,,,,,,
20241117133400,,,,,,,
20241117133500,,,,,,,
20241117133600,,,,,,,
20241117133700,,,,,,,
20241117133800,,,,,,,
20241117133900,,,,,,,
20241117134000,,,,,,,
20241117134100,,,,,,,
20241117134200,,,,,,,
20241117134300,,,,,,,
20241117134400,,,,,,,
20241117134500,,,,,,,
20241117134600,,,,,,,
20241117134700,,,,,,,
20241117134800,,,,,,,
20241117134900,,,,,,,
20241117135000,,,,,,,
20241117135100,,,,,,,
20241117135200,,,,,,,
20241117135300,,,,,,,
20241117135400,,,,,,,
20241117135500,,,,,,,
20241117135600,,,,,,,
20241117135700,,,,,,,
20241117135800,,,,,,,
20241117135900,,,,,,,
20241117140000,,,,,,,
20241117140100,,,,,,,
20241117140200,,,,,,,
20241117140300,,,,,,,
20241117140400,,,,,,,
20241117140500,,,,,,,
20241117140600,,,,,,,
20241117140700,,,,,,,
20241117140800,,,,,,,
20241117140900,,,,,,,
20241117141000,,,,,,,
20241117141100,,,,,,,
20241117141200,,,,,,,
20241117141300,,,,,,,
20241117141400,,,,,,,
20241117141500,,,,,,,
20241117141600,,,,,,,
20241117141700,,,,,,,
20241117141800,,,,,,,
20241117141900,,,,,,,
20241117142000,,,,,,,
20241117142100,,,,,,,
20241117142200,,,,,,,
20241117142300,,,,,,,
20241117142400,,,,,,,
20241117142500,,,,,,,
20241117142600,,,,,,,
20241117142700,,,,,,,
20241117142800,,,,,,,
20241117142900,,,,,,,
20241117143000,,,,,,,
20241117143100,,,,,,,
20241117143200,,,,,,,
20241117143300,,,,,,,
20241117143400,,,,,,,
20241117143500,,,,,,,
20241117143600,,,,,,,
20241117143700,,,,,,,
20241117143800,,,,,,,
20241117143900,,,,,,,
20241117144000,,,,,,,
20241117144100,,,,,,,
20241117144200,,,,,,,
20241117144300,,,,,,,
20241117144400,,,,,,,
20241117144500,,,,,,,
20241117144600,,,,,,,
20241117144700,,,,,,,
20241117144800,,,,,,,
20241117144900,,,,,,,
20241117145000,,,,,,,
20241117145100,,,,,,,
20241117145200,,,,,,,
20241117145300,,,,,,,
20241117145400,,,,,,,
20241117145500,,,,,,,
20241117145600,,,,,,,
20241117145700,,,,,,,
20241117145800,,,,,,,
20241117145900,,,,,,,
20241117150000,,,,,,,
20241117150100,,,,,,,
20241117150200,,,,,,,
20241117150300,,,,,,,
20241117150400,,,,,,,
20241117150500,,,,,,,
20241117150600,,,,,,,
20241117150700,,,,,,,
20241117150800,,,,,,,
20241117150900,,,,,,,
20241117151000,,,,,,,
20241117151100,,,,,,,
20241117151200,,,,,,,
20241117151300,,,,,,,
20241117151400,,,,,,,
20241117151500,,,,,,,
20241117151600,,,,,,,
20241117151700,,,,,,,
20241117151800,,,,,,,
20241117151900,,,,,,,
20241117152000,,,,,,,
20241117152100,,,,,,,
20241117152200,,,,,,,
20241117152300,,,,,,,
20241117152400,,,,,,,
20241117152500,,,,,,,
20241117152600,,,,,,,
20241117152700,,,,,,,
20241117152800,,,,,,,
20241117152900,,,,,,,
20241117153000,,,,,,,
20241117153100,,,,,,,
20241117153200,,,,,,,
20241117153300,,,,,,,
20241117153400,,,,,,,
20241117153500,,,,,,,
20241117153600,,,,,,,
20241117153700,,,,,,,
20241117153800,,,,,,,
20241117153900,,,,,,,
20241117154000,,,,,,,
20241117154100,,,,,,,
20241117154200,,,,,,,
20241117154300,,,,,,,
20241117154400,,,,,,,
20241117154500,,,,,,,
20241117154600,,,,,,,
20241117154700,,,,,,,
20241117154800,,,,,,,
20241117154900,,,,,,,
20241117155000,,,,,,,
20241117155100,,,,,,,
20241117155200,,,,,,,
20241117155300,,,,,,,
20241117155400,,,,,,,
20241117155500,,,,,,,
20241117155600,,,,,,,
20241117155700,,,,,,,
20241117155800,,,,,,,
20241117155900,,,,,,,
20241117160000,,,,,,,
20241117160100,,,,,,,
20241117160200,,,,,,,
20241117160300,,,,,,,
20241117160400,,,,,,,
20241117160500,,,,,,,
20241117160600,,,,,,,
20241117160700,,,,,,,
20241117160800,,,,,,,
20241117160900,,,,,,,
20241117161000,,,,,,,
20241117161100,,,,,,,
20241117161200,,,,,,,
20241117161300,,,,,,,
20241117161400,,,,,,,
20241117161500,,,,,,,
20241117161600,,,,,,,
20241117161700,,,,,,,
20241117161800,,,,,,,
20241117161900,,,,,,,
20241117162000,,,,,,,
20241117162100,,,,,,,
20241117162200,,,,,,,
20241117162300,,,,,,,
20241117162400,,,,,,,
20241117162500,,,,,,,
20241117162600,,,,,,,
20241117162700,,,,,,,
20241117162800,,,,,,,
20241117162900,,,,,,,
20241117163000,,,,,,,
20241117163100,,,,,,,
20241117163200,,,,,,,
20241117163300,,,,,,,
20241117163400,,,,,,,
20241117163500,,,,,,,
20241117163600,,,,,,,
20241117163700,,,,,,,
20241117163800,,,,,,,
20241117163900,,,,,,,
20241117164000,,,,,,,
20241118065200,,,,,,,
20241118065300,,,,,,,
20241118065400,,,,,,,
20241118065500,,,,,,,
20241118065600,,,,,,,
20241118065700,,,,,,,
20241118065800,,,,,,,
20241118065900,,,,,,,
20241118070000,,,,,,,
20241118070100,,,,,,,
20241118070200,,,,,,,
20241118070300,,,,,,,
20241118070400,,,,,,,
20241118070500,,,,,,,
20241118070600,,,,,,,
20241118070700,,,,,,,
20241118070800,,,,,,,
20241118070900,,,,,,,
20241118071000,,,,,,,
20241118071100,,,,,,,
20241118071200,,,,,,,
20241118071300,,,,,,,
20241118071400,,,,,,,
20241118071500,,,,,,,
20241118071600,,,,,,,
20241118071700,,,,,,,
20241118071800,,,,,,,
20241118071900,,,,,,,
20241118072000,,,,,,,
20241118072100,,,,,,,
20241118072200,,,,,,,
20241118072300,,,,,,,
20241118072400,,,,,,,
20241118072500,,,,,,,
20241118072600,,,,,,,
20241118072700,,,,,,,
20241118072800,,,,,,,
20241118072900,,,,,,,
20241118073000,,,,,,,
20241118073100,,,,,,,
20241118073200,,,,,,,
20241118073300,,,,,,,
20241118073400,,,,,,,
20241118073500,,,,,,,
20241118073600,,,,,,,
20241118073700,,,,,,,
20241118073800,,,,,,,
20241118073900,,,,,,,
20241118074000,,,,,,,
20241118074100,,,,,,,
20241118074200,,,,,,,
20241118074300,,,,,,,
20241118074400,,,,,,,
20241118074500,,,,,,,
20241118074600,,,,,,,
20241118074700,,,,,,,
20241118074800,,,,,,,
20241118074900,,,,,,,
20241118075000,,,,,,,
20241118075100,,,,,,,
20241118075200,,,,,,,
20241118075300,,,,,,,
20241118075400,,,,,,,
20241118075500,,,,,,,
20241118075600,,,,,,,
20241118075700,,,,,,,
20241118075800,,,,,,,
20241118075900,,,,,,,
20241118080000,,,,,,,
20241118080100,,,,,,,
20241118080200,,,,,,,
20241118080300,,,,,,,
20241118080400,,,,,,,
20241118080500,,,,,,,
20241118080600,,,,,,,
20241118080700,,,,,,,
20241118080800,,,,,,,
20241118080900,,,,,,,
20241118081000,,,,,,,
20241118081100,,,,,,,
20241118081200,,,,,,,
20241118081300,,,,,,,
20241118081400,,,,,,,
20241118081500,,,,,,,
20241118081600,,,,,,,
20241118081700,,,,,,,
20241118081800,,,,,,,
20241118081900,,,,,,,
20241118082000,,,,,,,
20241118082100,,,,,,,
20241118082200,,,,,,,
20241118082300,,,,,,,
20241118082400,,,,,,,
20241118082500,,,,,,,
20241118082600,,,,,,,
20241118082700,,,,,,,
20241118082800,,,,,,,
20241118082900,,,,,,,
20241118083000,,,,,,,
20241118083100,,,,,,,
20241118083200,,,,,,,
20241118083300,,,,,,,
20241118083400,,,,,,,
20241118083500,,,,,,,
20241118083600,,,,,,,
20241118083700,,,,,,,
20241118083800,,,,,,,
20241118083900,,,,,,,
20241118084000,,,,,,,
20241118084100,,,,,,,
20241118084200,,,,,,,
20241118084300,,,,,,,
20241118084400,,,,,,,
20241118084500,,,,,,,
20241118084600,,,,,,,
20241118084700,,,,,,,
20241118084800,,,,,,,
20241118084900,,,,,,,
20241118085000,,,,,,,
20241118085100,,,,,,,
20241118085200,,,,,,,
20241118085300,,,,,,,
20241118085400,,,,,,,
20241118085500,,,,,,,
20241118085600,,,,,,,
20241118085700,,,,,,,
20241118085800,,,,,,,
20241118085900,,,,,,,
20241118090000,,,,,,,
20241118090100,,,,,,,
20241118090200,,,,,,,
20241118090300,,,,,,,
20241118090400,,,,,,,
20241118090500,,,,,,,
20241118090600,,,,,,,
20241118090700,,,,,,,
20241118090800,,,,,,,
20241118090900,,,,,,,
20241118091000,,,,,,,
20241118091100,,,,,,,
20241118091200,,,,,,,
20241118091300,,,,,,,
20241118091400,,,,,,,
20241118091500,,,,,,,
20241118091600,,,,,,,
20241118091700,,,,,,,
20241118091800,,,,,,,
20241118091900,,,,,,,
20241118092000,,,,,,,
20241118092100,,,,,,,
20241118092200,,,,,,,
20241118092300,,,,,,,
20241118092400,,,,,,,
20241118092500,,,,,,,
20241118092600,,,,,,,
20241118092700,,,,,,,
20241118092800,,,,,,,
20241118092900,,,,,,,
20241118093000,,,,,,,
20241118093100,,,,,,,
20241118093200,,,,,,,
20241118093300,,,,,,,
20241118093400,,,,,,,
20241118093500,,,,,,,
20241118093600,,,,,,,
20241118093700,,,,,,,
20241118093800,,,,,,,
20241118093900,,,,,,,
20241118094000,,,,,,,
20241118094100,,,,,,,
20241118094200,,,,,,,
20241118094300,,,,,,,
20241118094400,,,,,,,
20241118094500,,,,,,,
20241118094600,,,,,,,
20241118094700,,,,,,,
20241118094800,,,,,,,
20241118094900,,,,,,,
20241118095000,,,,,,,
20241118095100,,,,,,,
20241118095200,,,,,,,
20241118095300,,,,,,,
20241118095400,,,,,,,
20241118095500,,,,,,,
20241118095600,,,,,,,
20241118095700,,,,,,,
20241118095800,,,,,,,
20241118095900,,,,,,,
20241118100000,,,,,,,
20241118100100,,,,,,,
20241118100200,,,,,,,
20241118100300,,,,,,,
20241118100400,,,,,,,
20241118100500,,,,,,,
20241118100600,,,,,,,
20241118100700,,,,,,,
20241118100800,,,,,,,
20241118100900,,,,,,,
20241118101000,,,,,,,
20241118101100,,,,,,,
20241118101200,,,,,,,
20241118101300,,,,,,,
20241118101400,,,,,,,
20241118101500,,,,,,,
20241118101600,,,,,,,
20241118101700,,,,,,,
20241118101800,,,,,,,
20241118101900,,,,,,,
20241118102000,,,,,,,
20241118102100,,,,,,,
20241118102200,,,,,,,
20241118102300,,,,,,,
20241118102400,,,,,,,
20241118102500,,,,,,,
20241118102600,,,,,,,
20241118102700,,,,,,,
20241118102800,,,,,,,
20241118102900,,,,,,,
20241118103000,,,,,,,
20241118103100,,,,,,,
20241118103200,,,,,,,
20241118103300,,,,,,,
20241118103400,,,,,,,
20241118103500,,,,,,,
20241118103600,,,,,,,
20241118103700,,,,,,,
20241118103800,,,,,,,
20241118103900,,,,,,,
20241118104000,,,,,,,
20241118104100,,,,,,,
20241118104200,,,,,,,
20241118104300,,,,,,,
20241118104400,,,,,,,
20241118104500,,,,,,,
20241118104600,,,,,,,
20241118104700,,,,,,,
20241118104800,,,,,,,
20241118104900,,,,,,,
20241118105000,,,,,,,
20241118105100,,,,,,,
20241118105200,,,,,,,
20241118105300,,,,,,,
20241118105400,,,,,,,
20241118105500,,,,,,,
20241118105600,,,,,,,
20241118105700,,,,,,,
20241118105800,,,,,,,
20241118105900,,,,,,,
20241118110000,,,,,,,
20241118110100,,,,,,,
20241118110200,,,,,,,
20241118110300,,,,,,,
20241118110400,,,,,,,
20241118110500,,,,,,,
20241118110600,,,,,,,
20241118110700,,,,,,,
20241118110800,,,,,,,
20241118110900,,,,,,,
20241118111000,,,,,,,
20241118111100,,,,,,,
20241118111200,,,,,,,
20241118111300,,,,,,,
20241118111400,,,,,,,
20241118111500,,,,,,,
20241118111600,,,,,,,
20241118111700,,,,,,,
20241118111800,,,,,,,
20241118111900,,,,,,,
20241118112000,,,,,,,
20241118112100,,,,,,,
20241118112200,,,,,,,
20241118112300,,,,,,,
20241118112400,,,,,,,
20241118112500,,,,,,,
20241118112600,,,,,,,
20241118112700,,,,,,,
20241118112800,,,,,,,
20241118112900,,,,,,,
20241118113000,,,,,,,
20241118113100,,,,,,,
20241118113200,,,,,,,
20241118113300,,,,,,,
20241118113400,,,,,,,
20241118113500,,,,,,,
20241118113600,,,,,,,
20241118113700,,,,,,,
20241118113800,,,,,,,
20241118113900,,,,,,,
20241118114000,,,,,,,
20241118114100,,,,,,,
20241118114200,,,,,,,
20241118114300,,,,,,,
20241118114400,,,,,,,
20241118114500,,,,,,,
20241118114600,,,,,,,
20241118114700,,,,,,,
20241118114800,,,,,,,
20241118114900,,,,,,,
20241118115000,,,,,,,
20241118115100,,,,,,,
20241118115200,,,,,,,
20241118115300,,,,,,,
20241118115400,,,,,,,
20241118115500,,,,,,,
20241118115600,,,,,,,
20241118115700,,,,,,,
20241118115800,,,,,,,
20241118115900,,,,,,,
20241118120000,,,,,,,
20241118120100,,,,,,,
20241118120200,,,,,,,
20241118120300,,,,,,,
20241118120400,,,,,,,
20241118120500,,,,,,,
20241118120600,,,,,,,
20241118120700,,,,,,,
20241118120800,,,,,,,
20241118120900,,,,,,,
20241118121000,,,,,,,
20241118121100,,,,,,,
20241118121200,,,,,,,
20241118121300,,,,,,,
20241118121400,,,,,,,
20241118121500,,,,,,,
20241118121600,,,,,,,
20241118121700,,,,,,,
20241118121800,,,,,,,
20241118121900,,,,,,,
20241118122000,,,,,,,
20241118122100,,,,,,,
20241118122200,,,,,,,
20241118122300,,,,,,,
20241118122400,,,,,,,
20241118122500,,,,,,,
20241118122600,,,,,,,
20241118122700,,,,,,,
20241118122800,,,,,,,
20241118122900,,,,,,,
20241118123000,,,,,,,
20241118123100,,,,,,,
20241118123200,,,,,,,
20241118123300,,,,,,,
20241118123400,,,,,,,
20241118123500,,,,,,,
20241118123600,,,,,,,
20241118123700,,,,,,,
20241118123800,,,,,,,
20241118123900,,,,,,,
20241118124000,,,,,,,
20241118124100,,,,,,,
20241118124200,,,,,,,
20241118124300,,,,,,,
20241118124400,,,,,,,
20241118124500,,,,,,,
20241118124600,,,,,,,
20241118124700,,,,,,,
20241118124800,,,,,,,
20241118124900,,,,,,,
20241118125000,,,,,,,
20241118125100,,,,,,,
